mol,stage,channel,R_NO,MO_index,epsilon_i_star,coefficient,weight,delta_lumo,in_window
mol_001_E,scan_3,cn,1.6596,40,-0.021647711373609005,-0.6660311275961138,0.44359746292695085,,
mol_001_E,scan_4,cn,1.7096,39,-0.04276643696892535,-0.6792548691102264,0.46138717720995076,,
mol_001_E,scan_5,cn,1.7596,39,-0.05732961138522441,-0.6924265845158032,0.4794545749442207,,
mol_001_E,scan_6,cn,1.8096,39,-0.0705683697395294,0.7029447620524611,0.4941313384969912,,
mol_003_E,scan_1,cn,1.5478,43,-0.020123560196289247,0.6677821848036376,0.4459330463411196,,
mol_003_E,scan_2,cn,1.5878,43,-0.020707770369465788,0.6684661595613514,0.44684700647870207,,
mol_003_E,scan_3,cn,1.6278,43,-0.02131521747251682,0.6684551052367073,0.44683222771701736,,
mol_003_E,scan_4,cn,1.6678,44,-0.02187331652192609,0.6693361784514036,0.4480109197839292,,
mol_003_E,scan_5,cn,1.7078,43,-0.0435307187541142,-0.6783094604683295,0.4601037241608363,,
mol_003_E,scan_6,cn,1.7478,43,-0.055395308137978105,-0.6892598892004719,0.47507919486064676,,
mol_004_E,scan_1,cn,1.557,47,-0.025279349471473367,0.6478119736563466,0.4196603532125311,,
mol_004_E,scan_2,cn,1.607,47,-0.025976621617600025,-0.6486446782766134,0.42073991865657134,,
mol_004_E,scan_3,cn,1.657,47,-0.028006302870122946,-0.6488536208945784,0.42101102134800533,,
mol_004_E,scan_4,cn,1.707,47,-0.044223660582862465,-0.6770759941785977,0.4584319018929364,,
mol_004_E,scan_5,cn,1.757,47,-0.05889998301556563,-0.6904257124987395,0.4766876644793921,,
mol_004_E,scan_6,cn,1.807,47,-0.07233557436517735,0.7012363171718657,0.49173237252076146,,
mol_007_E,scan_1,cn,1.5558,55,-0.032879186875497624,0.6257317363566822,0.39154020588394844,,
mol_007_E,scan_2,cn,1.6058,56,-0.012191519040481845,-0.6318731412446409,0.3992636666263699,,
mol_007_E,scan_3,cn,1.6558,56,-0.03006307459442867,-0.6577616597744774,0.4326504010692754,,
mol_007_E,scan_4,cn,1.7058,55,-0.04643180817791925,0.6757094375461696,0.45658324398896094,,
mol_007_E,scan_5,cn,1.7558,55,-0.061188100899538966,0.6886979858356722,0.47430491569411176,,
mol_007_E,scan_6,cn,1.8058,55,-0.07476598318042349,0.699303532224547,0.48902543018172806,,
mol_008_E,scan_1,cn,1.5477,52,0.005332441975747314,-0.574875769733637,0.3304821506268416,,
mol_008_E,scan_2,cn,1.5977,51,-0.013283673074509499,0.6260530996758813,0.391942483613779,,
mol_008_E,scan_3,cn,1.6477,51,-0.03136936509290322,0.6542760101663004,0.42807709747913286,,
mol_008_E,scan_4,cn,1.6977,51,-0.04794362270294445,0.6724347538201432,0.4521684981451565,,
mol_008_E,scan_5,cn,1.7477,51,-0.06142994497757035,0.5752445154322559,0.33090625253489087,,
mol_008_E,scan_6,cn,1.7977,50,-0.07537783985590389,-0.6948270349657569,0.4827846085193052,,
mol_010_E,scan_1,cn,1.5598,47,-0.020746041142245986,-0.6584166033632033,0.4335124235843378,,
mol_010_E,scan_2,cn,1.6098,47,-0.02142221002764515,-0.6591097107557647,0.4344256108125479,,
mol_010_E,scan_3,cn,1.6598,47,-0.02639300121017142,0.6607776600784568,0.43662711605876064,,
mol_010_E,scan_4,cn,1.7098,47,-0.042439807793268614,0.6789359681642556,0.4609540488671351,,
mol_010_E,scan_5,cn,1.7598,47,-0.05691204903979852,-0.6921213597132901,0.4790319765713736,,
mol_010_E,scan_6,cn,1.8098,47,-0.0696965962596181,-0.7023380606881232,0.49327875149115386,,
mol_011_E,scan_1,cn,1.5567,43,-0.02631740579822406,0.6515539157851334,0.4245225051749408,,
mol_011_E,scan_2,cn,1.6067,43,-0.027014155177060604,0.6523007179267637,0.4254962266077713,,
mol_011_E,scan_3,cn,1.6567,43,-0.028688606787549985,0.6163441083591624,0.37988005990905094,,
mol_011_E,scan_4,cn,1.7067,43,-0.044882265737240565,0.6763044643671667,0.4573877285229603,,
mol_011_E,scan_5,cn,1.7567,43,-0.059604602369887516,-0.6896379957962038,0.4756005652458048,,
mol_011_E,scan_6,cn,1.8067,43,-0.0726574253261063,-0.7000016418951994,0.490002298655975,,
mol_012_E,scan_1,cn,1.5489,51,-0.03144777697471898,-0.6463298949110771,0.4177423330557639,,
mol_012_E,scan_2,cn,1.5989,51,-0.032178270614751495,-0.6466930729650074,0.41821193062092443,,
mol_012_E,scan_3,cn,1.6489,52,-0.0302744956892985,0.620440234060027,0.3849460840404611,,
mol_012_E,scan_4,cn,1.6989,51,-0.04722256410879712,0.6707612670497912,0.44992067737424135,,
mol_012_E,scan_5,cn,1.7489,50,-0.0621827593572958,0.6854011470587054,0.46977473238938905,,
mol_012_E,scan_6,cn,1.7989,50,-0.07547221872949095,-0.6961010032986036,0.4845566067933225,,
mol_016_E,scan_1,cn,1.5573,47,-0.018146520716474157,-0.6864947795253793,0.4712750823155991,,
mol_016_E,scan_2,cn,1.6073,47,-0.018842752973788294,0.6869208196388515,0.4718602124533116,,
mol_016_E,scan_3,cn,1.6573,48,-0.019502611819152083,-0.6871654092905607,0.4721962997254638,,
mol_016_E,scan_4,cn,1.7073,48,-0.02020649331974056,0.6885245897716898,0.47406611072027377,,
mol_016_E,scan_5,cn,1.7573,47,-0.057141618500359925,0.6918180759764243,0.4786122502477216,,
mol_016_E,scan_6,cn,1.8073,47,-0.07007282943671456,0.7022676732052376,0.49317988482909847,,
mol_017_E,scan_1,cn,1.5534,43,-0.025136591695446242,-0.6692565512723377,0.4479043314209432,,
mol_017_E,scan_2,cn,1.6034,43,-0.025836432943522974,0.6699520658065373,0.4488357704784469,,
mol_017_E,scan_3,cn,1.6534,44,-0.0265320226592673,0.6702479399452973,0.4492323010009149,,
mol_017_E,scan_4,cn,1.7034,43,-0.04473590484409898,0.6749429842953212,0.4555480320494742,,
mol_017_E,scan_5,cn,1.7534,43,-0.05934493714429934,0.6882128406798804,0.47363691407667047,,
mol_017_E,scan_6,cn,1.8034,43,-0.07250596774436957,0.6987501934910255,0.4882518329037456,,
mol_018_E,scan_1,cn,1.548,51,-0.02124340012337811,-0.6010238870302425,0.3612297127809416,,
mol_018_E,scan_2,cn,1.598,52,-0.012697941278273932,-0.6251758010833111,0.39084478226015973,,
mol_018_E,scan_3,cn,1.648,51,-0.03092592259150742,-0.6528643792787865,0.42623189773107517,,
mol_018_E,scan_4,cn,1.698,51,-0.04759594049446772,0.6695830744857834,0.4483414936378341,,
mol_018_E,scan_5,cn,1.748,50,-0.06277826142265863,0.6855051154115253,0.4699172632553686,,
mol_018_E,scan_6,cn,1.798,50,-0.07613884687767936,0.6971019109104286,0.48595107419497113,,
mol_009_E,scan_1,cn,1.5603,43,-0.018835379349830816,-0.6627315939117159,0.4392131655687635,,
mol_009_E,scan_2,cn,1.6103,43,-0.01950403472983703,0.6633715566306564,0.4400618221465802,,
mol_009_E,scan_3,cn,1.6603,44,-0.020162262979247815,-0.6627670769282376,0.43926019826000035,,
mol_009_E,scan_4,cn,1.7103,43,-0.04168023387494202,-0.680029375925517,0.4624399521216482,,
mol_009_E,scan_5,cn,1.7603,43,-0.056188065085930106,-0.6932515712029178,0.4805977409753142,,
mol_009_E,scan_6,cn,1.8103,43,-0.06902157226547345,0.7034153299567236,0.49479312641812634,,
mol_013_E,scan_1,cn,1.5664,43,-0.01631503647473309,-0.6670402900714332,0.4449427485785817,,
mol_013_E,scan_2,cn,1.6164,43,-0.016941179247843458,-0.6677052511208295,0.4458303023743299,,
mol_013_E,scan_3,cn,1.6664,44,-0.01755329976365958,-0.6682356703701675,0.44653891115506716,,
mol_013_E,scan_4,cn,1.7164,43,-0.04250587443908671,-0.6793482841204372,0.46151409113738234,,
mol_013_E,scan_5,cn,1.7664,43,-0.057463561792442164,-0.69240543823071,0.4794252908914616,,
mol_013_E,scan_6,cn,1.8164,43,-0.069897280586531,-0.7020493686144361,0.4928733159719284,,
